주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
발행주식수(보통주),10415000.0,10415000.0,10415000.0,10415000.0,10415000.0,,,,025540,한국단자
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,180.0,94.0,172.0,122.0,33.0,,,,080530,코디에스
영업이익,3.0,-13.0,-16.0,2.0,-18.0,,,,080530,코디에스
세전계속사업이익,18.0,-14.0,-20.0,-16.0,-20.0,,,,080530,코디에스
당기순이익,18.0,-15.0,-22.0,-17.0,-20.0,,,,080530,코디에스
당기순이익(지배),16.0,-16.0,-28.0,-21.0,-15.0,,,,080530,코디에스
당기순이익(비지배),2.0,1.0,6.0,4.0,-5.0,,,,080530,코디에스
자산총계,733.0,678.0,687.0,637.0,743.0,,,,080530,코디에스
부채총계,366.0,326.0,322.0,239.0,349.0,,,,080530,코디에스
자본총계,367.0,352.0,365.0,398.0,395.0,,,,080530,코디에스
자본총계(지배),350.0,334.0,317.0,308.0,306.0,,,,080530,코디에스
자본총계(비지배),17.0,18.0,48.0,89.0,88.0,,,,080530,코디에스
자본금,60.0,60.0,60.0,60.0,62.0,,,,080530,코디에스
영업활동현금흐름,-10.0,12.0,-53.0,61.0,17.0,,,,080530,코디에스
투자활동현금흐름,1.0,-15.0,14.0,15.0,-103.0,,,,080530,코디에스
재무활동현금흐름,26.0,-20.0,50.0,-19.0,129.0,,,,080530,코디에스
CAPEX,2.0,4.0,12.0,5.0,-2.0,,,,080530,코디에스
FCF,-12.0,8.0,-65.0,56.0,19.0,,,,080530,코디에스
이자발생부채,250.0,231.0,242.0,192.0,303.0,,,,080530,코디에스
영업이익률,1.53,-13.61,-9.43,1.68,-53.51,,,,080530,코디에스
순이익률,9.71,-15.87,-12.68,-13.85,-61.9,,,,080530,코디에스
ROE(%),2.28,-3.5,-9.6,-15.27,-24.36,,,,080530,코디에스
ROA(%),1.96,-0.76,-2.77,-5.35,-10.03,,,,080530,코디에스
부채비율,99.6,92.81,88.27,60.23,88.3,,,,080530,코디에스
자본유보율,516.76,490.17,463.34,425.25,408.49,,,,080530,코디에스
EPS(원),129.0,-132.0,-232.0,-173.0,-125.0,,,,080530,코디에스
PER(배),60.98,-33.05,-14.69,-12.98,-6.11,,,,080530,코디에스
BPS(원),3014.0,2875.0,2732.0,2597.0,2560.0,,,,080530,코디에스
PBR(배),1.31,1.13,1.39,2.04,1.58,,,,080530,코디에스
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,080530,코디에스
현금배당수익률,,,,,,,,,080530,코디에스
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,,080530,코디에스
발행주식수(보통주),12009261.0,12009261.0,12009261.0,12282899.0,12374112.0,,,,080530,코디에스
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,304.0,322.0,343.0,352.0,342.0,355.0,364.0,381.0,000250,삼천당제약
영업이익,49.0,47.0,57.0,55.0,57.0,60.0,65.0,68.0,000250,삼천당제약
세전계속사업이익,50.0,49.0,59.0,51.0,58.0,,,,000250,삼천당제약
당기순이익,41.0,43.0,52.0,43.0,48.0,53.0,56.0,57.0,000250,삼천당제약
당기순이익(지배),27.0,27.0,34.0,29.0,32.0,36.0,38.0,39.0,000250,삼천당제약
당기순이익(비지배),14.0,16.0,18.0,14.0,15.0,,,,000250,삼천당제약
자산총계,1712.0,1730.0,1804.0,1843.0,1878.0,,,2072.0,000250,삼천당제약
부채총계,296.0,285.0,306.0,299.0,310.0,,,323.0,000250,삼천당제약
자본총계,1415.0,1445.0,1497.0,1543.0,1568.0,,,1749.0,000250,삼천당제약
자본총계(지배),1063.0,1077.0,1111.0,1143.0,1163.0,,,1273.0,000250,삼천당제약
자본총계(비지배),352.0,368.0,386.0,400.0,405.0,,,,000250,삼천당제약
자본금,105.0,105.0,106.0,106.0,106.0,,,106.0,000250,삼천당제약
영업활동현금흐름,5.0,59.0,51.0,58.0,52.0,,,,000250,삼천당제약
투자활동현금흐름,-33.0,-25.0,-12.0,-66.0,-34.0,,,,000250,삼천당제약
재무활동현금흐름,9.0,-35.0,10.0,-3.0,11.0,,,,000250,삼천당제약
CAPEX,43.0,25.0,7.0,11.0,9.0,,,,000250,삼천당제약
FCF,-38.0,33.0,44.0,47.0,42.0,,,,000250,삼천당제약
이자발생부채,56.0,47.0,56.0,46.0,51.0,,,,000250,삼천당제약
영업이익률,15.94,14.73,16.66,15.52,16.59,16.9,17.86,17.85,000250,삼천당제약
순이익률,13.39,13.41,15.18,12.16,13.87,14.93,15.38,14.96,000250,삼천당제약
ROE(%),10.67,9.94,10.18,10.58,10.94,,,,000250,삼천당제약
ROA(%),9.93,9.83,9.95,10.02,10.33,,,,000250,삼천당제약
부채비율,20.93,19.74,20.46,19.41,19.8,,,18.47,000250,삼천당제약
자본유보율,927.97,941.54,964.28,994.56,1013.4,,,,000250,삼천당제약
EPS(원),128.0,127.0,159.0,136.0,153.0,169.0,178.0,183.0,000250,삼천당제약
PER(배),23.13,23.2,17.65,16.67,14.66,,,,000250,삼천당제약
BPS(원),5224.0,5293.0,5412.0,5566.0,5661.0,,,6167.0,000250,삼천당제약
PBR(배),2.28,2.16,1.7,1.65,1.49,,,1.62,000250,삼천당제약
현금DPS(원),0.0,0.0,0.0,50.0,0.0,,,,000250,삼천당제약
현금배당수익률,,,,,,,,,000250,삼천당제약
현금배당성향(%),0.0,0.0,0.0,35.54,0.0,,,,000250,삼천당제약
발행주식수(보통주),21052907.0,21052907.0,21237166.0,21237166.0,21237166.0,,,,000250,삼천당제약
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,90.0,139.0,167.0,259.0,146.0,,,,002410,범양건영
영업이익,-2.0,0.0,2.0,0.0,3.0,,,,002410,범양건영
세전계속사업이익,1.0,1.0,3.0,-1.0,3.0,,,,002410,범양건영
당기순이익,1.0,1.0,3.0,-1.0,3.0,,,,002410,범양건영
당기순이익(지배),1.0,1.0,3.0,-1.0,3.0,,,,002410,범양건영
당기순이익(비지배),,,,,,,,,002410,범양건영
자산총계,300.0,466.0,460.0,599.0,953.0,,,,002410,범양건영
부채총계,165.0,254.0,245.0,248.0,515.0,,,,002410,범양건영
자본총계,135.0,212.0,215.0,351.0,438.0,,,,002410,범양건영
자본총계(지배),135.0,212.0,215.0,351.0,438.0,,,,002410,범양건영
자본총계(비지배),,,,,,,,,002410,범양건영
자본금,133.0,176.0,176.0,238.0,238.0,,,,002410,범양건영
영업활동현금흐름,-27.0,21.0,-46.0,33.0,-56.0,,,,002410,범양건영
투자활동현금흐름,-2.0,-49.0,-10.0,-147.0,-120.0,,,,002410,범양건영
재무활동현금흐름,10.0,114.0,-23.0,117.0,159.0,,,,002410,범양건영
CAPEX,0.0,0.0,6.0,0.0,0.0,,,,002410,범양건영
FCF,-27.0,21.0,-53.0,33.0,-56.0,,,,002410,범양건영
이자발생부채,43.0,81.0,59.0,41.0,301.0,,,,002410,범양건영
영업이익률,-2.21,0.04,1.25,0.17,2.11,,,,002410,범양건영
순이익률,1.14,0.52,1.65,-0.32,1.96,,,,002410,범양건영
ROE(%),-26.6,-14.4,3.0,1.51,,,,,002410,범양건영
ROA(%),-13.21,-6.36,1.37,0.83,,,,,002410,범양건영
부채비율,121.56,119.6,113.83,70.53,117.72,,,,002410,범양건영
자본유보율,105.36,80.2,81.63,60.22,96.57,,,,002410,범양건영
EPS(원),36.0,25.0,79.0,-22.0,60.0,,,,002410,범양건영
PER(배),-9.69,-17.17,79.83,116.59,,,,,002410,범양건영
BPS(원),4713.0,6044.0,6116.0,7390.0,9208.0,,,,002410,범양건영
PBR(배),3.08,2.57,2.26,1.79,1.31,,,,002410,범양건영
현금DPS(원),0.0,0.0,0.0,,,,,,002410,범양건영
현금배당수익률,,,,,,,,,002410,범양건영
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,002410,범양건영
발행주식수(보통주),2873299.0,3514859.0,3514859.0,4752587.0,4752587.0,,,,002410,범양건영
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,123.0,136.0,175.0,190.0,201.0,,,,049950,미래컴퍼니
영업이익,5.0,7.0,10.0,12.0,17.0,,,,049950,미래컴퍼니
세전계속사업이익,5.0,9.0,18.0,8.0,12.0,,,,049950,미래컴퍼니
당기순이익,5.0,6.0,16.0,7.0,9.0,,,,049950,미래컴퍼니
당기순이익(지배),5.0,6.0,16.0,7.0,9.0,,,,049950,미래컴퍼니
당기순이익(비지배),,,,,,,,,049950,미래컴퍼니
자산총계,828.0,847.0,876.0,894.0,959.0,,,,049950,미래컴퍼니
부채총계,207.0,220.0,234.0,247.0,310.0,,,,049950,미래컴퍼니
자본총계,621.0,626.0,642.0,647.0,649.0,,,,049950,미래컴퍼니
자본총계(지배),621.0,626.0,642.0,647.0,649.0,,,,049950,미래컴퍼니
자본총계(비지배),,,,,,,,,049950,미래컴퍼니
자본금,38.0,38.0,38.0,38.0,38.0,,,,049950,미래컴퍼니
영업활동현금흐름,5.0,-24.0,-3.0,-4.0,39.0,,,,049950,미래컴퍼니
투자활동현금흐름,-8.0,6.0,-7.0,-9.0,-5.0,,,,049950,미래컴퍼니
재무활동현금흐름,0.0,-2.0,,,,,,,049950,미래컴퍼니
CAPEX,2.0,1.0,1.0,3.0,2.0,,,,049950,미래컴퍼니
FCF,3.0,-25.0,-4.0,-8.0,37.0,,,,049950,미래컴퍼니
이자발생부채,85.0,83.0,83.0,83.0,83.0,,,,049950,미래컴퍼니
영업이익률,3.69,5.37,5.97,6.15,8.71,,,,049950,미래컴퍼니
순이익률,4.03,4.23,9.06,3.46,4.71,,,,049950,미래컴퍼니
ROE(%),-5.51,-0.11,0.6,5.25,5.93,,,,049950,미래컴퍼니
ROA(%),-4.2,-0.08,0.44,3.84,4.22,,,,049950,미래컴퍼니
부채비율,33.41,35.2,36.46,38.28,47.72,,,,049950,미래컴퍼니
자본유보율,1748.26,1763.27,1804.76,1815.89,1822.83,,,,049950,미래컴퍼니
EPS(원),64.0,75.0,207.0,86.0,123.0,,,,049950,미래컴퍼니
PER(배),-15.65,-1153.77,199.72,24.37,35.19,,,,049950,미래컴퍼니
BPS(원),9154.0,9239.0,9474.0,9537.0,9576.0,,,,049950,미래컴퍼니
PBR(배),0.79,1.08,1.06,1.11,1.81,,,,049950,미래컴퍼니
현금DPS(원),0.0,0.0,0.0,100.0,,,,,049950,미래컴퍼니
현금배당수익률,,,,,,,,,049950,미래컴퍼니
현금배당성향(%),0.0,0.0,0.0,102.95,,,,,049950,미래컴퍼니
발행주식수(보통주),7660828.0,7660828.0,7660828.0,7660828.0,7660828.0,,,,049950,미래컴퍼니
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,541.0,536.0,514.0,589.0,583.0,,,,071850,캐스텍코리아
영업이익,45.0,40.0,29.0,41.0,49.0,,,,071850,캐스텍코리아
세전계속사업이익,24.0,51.0,37.0,11.0,48.0,,,,071850,캐스텍코리아
당기순이익,19.0,41.0,28.0,10.0,37.0,,,,071850,캐스텍코리아
당기순이익(지배),19.0,41.0,28.0,10.0,37.0,,,,071850,캐스텍코리아
당기순이익(비지배),,,,,,,,,071850,캐스텍코리아
자산총계,2123.0,2160.0,2254.0,2295.0,2310.0,,,2480.0,071850,캐스텍코리아
부채총계,1141.0,1135.0,1187.0,1245.0,1246.0,,,1340.0,071850,캐스텍코리아
자본총계,982.0,1025.0,1068.0,1050.0,1063.0,,,1140.0,071850,캐스텍코리아
자본총계(지배),982.0,1025.0,1068.0,1050.0,1063.0,,,1140.0,071850,캐스텍코리아
자본총계(비지배),,,,,,,,,071850,캐스텍코리아
자본금,62.0,62.0,62.0,62.0,62.0,,,60.0,071850,캐스텍코리아
영업활동현금흐름,80.0,9.0,19.0,52.0,119.0,,,,071850,캐스텍코리아
투자활동현금흐름,-30.0,-30.0,-45.0,-67.0,-100.0,,,,071850,캐스텍코리아
재무활동현금흐름,-45.0,2.0,25.0,18.0,-21.0,,,,071850,캐스텍코리아
CAPEX,28.0,17.0,31.0,70.0,52.0,,,,071850,캐스텍코리아
FCF,52.0,-8.0,-11.0,-18.0,66.0,,,,071850,캐스텍코리아
이자발생부채,709.0,724.0,764.0,784.0,780.0,,,,071850,캐스텍코리아
영업이익률,8.39,7.55,5.71,6.92,8.42,,,,071850,캐스텍코리아
순이익률,3.56,7.66,5.38,1.77,6.26,,,,071850,캐스텍코리아
ROE(%),,8.75,10.37,9.71,11.3,,,,071850,캐스텍코리아
ROA(%),,4.15,4.91,4.49,5.22,,,,071850,캐스텍코리아
부채비율,116.1,110.73,111.17,118.5,117.24,,,117.54,071850,캐스텍코리아
자본유보율,1487.18,1553.11,1597.47,1599.0,1632.24,,,,071850,캐스텍코리아
EPS(원),156.0,332.0,224.0,84.0,295.0,,,,071850,캐스텍코리아
PER(배),13.0,9.98,8.25,8.38,7.16,,,,071850,캐스텍코리아
BPS(원),8063.0,8466.0,8820.0,8678.0,8783.0,,,9418.0,071850,캐스텍코리아
PBR(배),0.95,0.82,0.8,0.77,0.76,,,0.67,071850,캐스텍코리아
현금DPS(원),0.0,0.0,0.0,130.0,,,,,071850,캐스텍코리아
현금배당수익률,,,,,,,,,071850,캐스텍코리아
현금배당성향(%),0.0,0.0,0.0,151.1,,,,,071850,캐스텍코리아
발행주식수(보통주),12373089.0,12373089.0,12373089.0,12373089.0,12373089.0,,,,071850,캐스텍코리아
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,3068.0,4140.0,3869.0,4234.0,2659.0,,,,002990,금호산업
영업이익,-9.0,-144.0,58.0,302.0,96.0,,,,002990,금호산업
세전계속사업이익,104.0,-547.0,-98.0,394.0,257.0,,,,002990,금호산업
당기순이익,73.0,-518.0,-54.0,438.0,247.0,,,,002990,금호산업
당기순이익(지배),73.0,-518.0,-54.0,438.0,247.0,,,,002990,금호산업
당기순이익(비지배),,,,,,,,,002990,금호산업
자산총계,13925.0,13922.0,13590.0,13100.0,12969.0,,,,002990,금호산업
부채총계,10671.0,11203.0,10843.0,10199.0,9820.0,,,,002990,금호산업
자본총계,3254.0,2719.0,2747.0,2902.0,3149.0,,,,002990,금호산업
자본총계(지배),3254.0,2719.0,2747.0,2902.0,3149.0,,,,002990,금호산업
자본총계(비지배),,,,,,,,,002990,금호산업
자본금,1716.0,1746.0,1755.0,1755.0,1755.0,,,,002990,금호산업
영업활동현금흐름,-338.0,636.0,16.0,-133.0,-49.0,,,,002990,금호산업
투자활동현금흐름,126.0,80.0,203.0,37.0,87.0,,,,002990,금호산업
재무활동현금흐름,-731.0,-71.0,-233.0,-151.0,-160.0,,,,002990,금호산업
CAPEX,4.0,1.0,1.0,1.0,2.0,,,,002990,금호산업
FCF,-342.0,635.0,16.0,-134.0,-51.0,,,,002990,금호산업
이자발생부채,3667.0,3546.0,3473.0,3345.0,3318.0,,,,002990,금호산업
영업이익률,-0.28,-3.48,1.51,7.13,3.6,,,,002990,금호산업
순이익률,2.37,-12.5,-1.4,10.35,9.28,,,,002990,금호산업
ROE(%),43.39,17.69,-11.91,-2.07,3.53,,,,002990,금호산업
ROA(%),7.14,2.7,-2.18,-0.43,0.84,,,,002990,금호산업
부채비율,327.95,412.08,394.72,351.47,311.84,,,,002990,금호산업
자본유보율,74.84,42.13,40.24,59.07,73.12,,,,002990,금호산업
EPS(원),212.0,-1486.0,-155.0,1248.0,703.0,,,,002990,금호산업
PER(배),6.79,11.61,-19.06,-84.29,37.78,,,,002990,금호산업
BPS(원),9490.0,7792.0,7831.0,8272.0,8978.0,,,,002990,금호산업
PBR(배),2.32,1.81,2.29,1.79,1.36,,,,002990,금호산업
현금DPS(원),0.0,0.0,0.0,0.0,,,,,002990,금호산업
현금배당수익률,,,,,,,,,002990,금호산업
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,002990,금호산업
발행주식수(보통주),34017685.0,34621101.0,34806923.0,34806923.0,34806923.0,,,,002990,금호산업
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,6314.0,7241.0,7189.0,6942.0,6758.0,7631.0,7521.0,7376.0,108670,LG하우시스
영업이익,303.0,524.0,459.0,215.0,389.0,514.0,471.0,323.0,108670,LG하우시스
세전계속사업이익,134.0,461.0,412.0,54.0,311.0,466.0,416.0,138.0,108670,LG하우시스
당기순이익,81.0,265.0,337.0,28.0,219.0,342.0,295.0,113.0,108670,LG하우시스
당기순이익(지배),84.0,267.0,338.0,29.0,222.0,345.0,306.0,134.0,108670,LG하우시스
당기순이익(비지배),-2.0,-1.0,-1.0,-1.0,-2.0,,,,108670,LG하우시스
자산총계,21229.0,23024.0,23659.0,22518.0,23394.0,,,23729.0,108670,LG하우시스
부채총계,13029.0,14535.0,14760.0,13742.0,14595.0,,,14280.0,108670,LG하우시스
자본총계,8200.0,8489.0,8899.0,8776.0,8799.0,,,9561.0,108670,LG하우시스
자본총계(지배),8165.0,8456.0,8867.0,8745.0,8770.0,,,9537.0,108670,LG하우시스
자본총계(비지배),35.0,33.0,32.0,31.0,28.0,,,,108670,LG하우시스
자본금,500.0,500.0,500.0,500.0,500.0,,,500.0,108670,LG하우시스
영업활동현금흐름,290.0,32.0,518.0,87.0,493.0,,,,108670,LG하우시스
투자활동현금흐름,-531.0,-517.0,-601.0,-658.0,-625.0,,,,108670,LG하우시스
재무활동현금흐름,260.0,1563.0,33.0,92.0,226.0,,,,108670,LG하우시스
CAPEX,539.0,670.0,602.0,674.0,623.0,,,,108670,LG하우시스
FCF,-248.0,-639.0,-85.0,-587.0,-130.0,,,,108670,LG하우시스
이자발생부채,7477.0,9300.0,9456.0,9465.0,9669.0,,,,108670,LG하우시스
영업이익률,4.8,7.24,6.39,3.09,5.75,6.74,6.26,4.38,108670,LG하우시스
순이익률,1.29,3.67,4.69,0.4,3.24,4.49,3.92,1.53,108670,LG하우시스
ROE(%),6.5,4.89,6.29,8.44,10.11,,,,108670,LG하우시스
ROA(%),2.47,1.85,2.44,3.3,3.81,,,,108670,LG하우시스
부채비율,158.89,171.23,165.86,156.58,165.87,,,149.36,108670,LG하우시스
자본유보율,1583.0,1635.87,1703.38,1689.53,1697.4,,,,108670,LG하우시스
EPS(원),836.0,2669.0,3382.0,291.0,2215.0,3450.0,3063.0,1337.0,108670,LG하우시스
PER(배),33.22,36.75,29.55,20.41,16.19,,,,108670,LG하우시스
BPS(원),81820.0,84728.0,88852.0,87629.0,87883.0,,,95563.0,108670,LG하우시스
PBR(배),2.11,1.76,1.81,1.67,1.58,,,1.36,108670,LG하우시스
현금DPS(원),0.0,0.0,0.0,1800.0,,,,,108670,LG하우시스
현금배당수익률,,,,,,,,,108670,LG하우시스
현금배당성향(%),0.0,0.0,0.0,619.5,,,,,108670,LG하우시스
발행주식수(보통주),8967670.0,8967670.0,8967670.0,8967670.0,8967670.0,,,,108670,LG하우시스
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,358.0,398.0,282.0,300.0,253.0,,,,047440,레이젠
영업이익,-13.0,27.0,-23.0,-12.0,-21.0,,,,047440,레이젠
세전계속사업이익,-15.0,30.0,-16.0,-33.0,-32.0,,,,047440,레이젠
당기순이익,-14.0,27.0,-13.0,-23.0,-28.0,,,,047440,레이젠
당기순이익(지배),-12.0,29.0,-10.0,-21.0,-28.0,,,,047440,레이젠
당기순이익(비지배),-1.0,-2.0,-3.0,-2.0,0.0,,,,047440,레이젠
자산총계,1303.0,1358.0,1330.0,1276.0,1270.0,,,,047440,레이젠
부채총계,689.0,714.0,693.0,631.0,656.0,,,,047440,레이젠
자본총계,614.0,644.0,637.0,644.0,614.0,,,,047440,레이젠
자본총계(지배),546.0,578.0,574.0,584.0,554.0,,,,047440,레이젠
자본총계(비지배),67.0,66.0,63.0,60.0,60.0,,,,047440,레이젠
자본금,83.0,83.0,83.0,83.0,83.0,,,,047440,레이젠
영업활동현금흐름,46.0,-48.0,43.0,9.0,-20.0,,,,047440,레이젠
투자활동현금흐름,-25.0,-8.0,-3.0,-4.0,-6.0,,,,047440,레이젠
재무활동현금흐름,-12.0,11.0,0.0,-9.0,9.0,,,,047440,레이젠
CAPEX,27.0,12.0,9.0,8.0,5.0,,,,047440,레이젠
FCF,19.0,-59.0,34.0,1.0,-26.0,,,,047440,레이젠
이자발생부채,500.0,513.0,516.0,469.0,476.0,,,,047440,레이젠
영업이익률,-3.74,6.68,-8.12,-3.87,-8.39,,,,047440,레이젠
순이익률,-3.83,6.82,-4.71,-7.75,-11.13,,,,047440,레이젠
ROE(%),1.98,7.25,5.84,-2.54,-5.48,,,,047440,레이젠
ROA(%),0.91,2.92,2.38,-1.73,-2.92,,,,047440,레이젠
부채비율,112.25,110.9,108.8,97.98,106.8,,,,047440,레이젠
자본유보율,617.88,652.35,640.43,615.19,560.8,,,,047440,레이젠
EPS(원),-74.0,172.0,-60.0,-126.0,-168.0,,,,047440,레이젠
PER(배),29.67,7.88,9.61,-24.67,-11.02,,,,047440,레이젠
BPS(원),3782.0,4000.0,3976.0,3524.0,3342.0,,,,047440,레이젠
PBR(배),0.5,0.47,0.47,0.61,0.6,,,,047440,레이젠
현금DPS(원),0.0,0.0,0.0,,,,,,047440,레이젠
현금배당수익률,,,,,,,,,047440,레이젠
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,047440,레이젠
발행주식수(보통주),16618129.0,16618129.0,16618129.0,16618129.0,16618129.0,,,,047440,레이젠
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,215.0,240.0,200.0,231.0,222.0,,,,018120,진로발효
영업이익,65.0,73.0,43.0,35.0,54.0,,,,018120,진로발효
세전계속사업이익,71.0,75.0,46.0,40.0,57.0,,,,018120,진로발효
당기순이익,55.0,59.0,36.0,26.0,44.0,,,,018120,진로발효
당기순이익(지배),55.0,59.0,36.0,26.0,44.0,,,,018120,진로발효
당기순이익(비지배),,,,,0.0,,,,018120,진로발효
자산총계,853.0,833.0,860.0,919.0,938.0,,,,018120,진로발효
부채총계,229.0,150.0,141.0,176.0,227.0,,,,018120,진로발효
자본총계,624.0,683.0,719.0,743.0,712.0,,,,018120,진로발효
자본총계(지배),624.0,683.0,719.0,743.0,702.0,,,,018120,진로발효
자본총계(비지배),,,,,10.0,,,,018120,진로발효
자본금,40.0,40.0,40.0,40.0,40.0,,,,018120,진로발효
영업활동현금흐름,118.0,107.0,45.0,-17.0,127.0,,,,018120,진로발효
투자활동현금흐름,-59.0,-57.0,-56.0,6.0,22.0,,,,018120,진로발효
재무활동현금흐름,-23.0,-93.0,6.0,36.0,-116.0,,,,018120,진로발효
CAPEX,1.0,0.0,1.0,5.0,0.0,,,,018120,진로발효
FCF,117.0,106.0,44.0,-22.0,127.0,,,,018120,진로발효
이자발생부채,36.0,18.0,24.0,59.0,30.0,,,,018120,진로발효
영업이익률,30.36,30.31,21.4,15.39,24.41,,,,018120,진로발효
순이익률,25.62,24.44,17.87,11.3,20.02,,,,018120,진로발효
ROE(%),29.54,27.38,25.43,25.39,,,,,018120,진로발효
ROA(%),21.8,22.64,21.4,20.68,,,,,018120,진로발효
부채비율,36.76,21.89,19.61,23.62,31.82,,,,018120,진로발효
자본유보율,1466.24,1615.04,1704.56,1765.32,1662.77,,,,018120,진로발효
EPS(원),734.0,780.0,476.0,346.0,585.0,,,,018120,진로발효
PER(배),13.26,21.85,17.42,14.62,,,,,018120,진로발효
BPS(원),8293.0,9081.0,9556.0,9877.0,9334.0,,,,018120,진로발효
PBR(배),3.63,5.56,4.14,3.46,3.49,,,,018120,진로발효
현금DPS(원),0.0,0.0,0.0,1100.0,,,,,018120,진로발효
현금배당수익률,,,,,,,,,018120,진로발효
현금배당성향(%),0.0,0.0,0.0,317.58,,,,,018120,진로발효
발행주식수(보통주),7524000.0,7524000.0,7524000.0,7524000.0,7524000.0,,,,018120,진로발효
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,2138.0,2764.0,2817.0,2821.0,2551.0,,,,035890,서희건설
영업이익,47.0,79.0,77.0,144.0,96.0,,,,035890,서희건설
세전계속사업이익,49.0,39.0,34.0,76.0,62.0,,,,035890,서희건설
당기순이익,40.0,26.0,29.0,57.0,54.0,,,,035890,서희건설
당기순이익(지배),32.0,26.0,27.0,35.0,51.0,,,,035890,서희건설
당기순이익(비지배),7.0,0.0,2.0,22.0,3.0,,,,035890,서희건설
자산총계,7473.0,7689.0,7558.0,7219.0,7254.0,,,7204.0,035890,서희건설
부채총계,5570.0,5759.0,5601.0,5207.0,5186.0,,,4873.0,035890,서희건설
자본총계,1904.0,1930.0,1958.0,2013.0,2067.0,,,2331.0,035890,서희건설
자본총계(지배),1839.0,1864.0,1890.0,1925.0,1976.0,,,2238.0,035890,서희건설
자본총계(비지배),65.0,66.0,68.0,88.0,91.0,,,,035890,서희건설
자본금,800.0,800.0,800.0,800.0,800.0,,,800.0,035890,서희건설
영업활동현금흐름,44.0,543.0,64.0,-68.0,296.0,,,,035890,서희건설
투자활동현금흐름,-9.0,-73.0,161.0,182.0,-167.0,,,,035890,서희건설
재무활동현금흐름,-94.0,-96.0,-204.0,-217.0,-20.0,,,,035890,서희건설
CAPEX,2.0,4.0,3.0,0.0,1.0,,,,035890,서희건설
FCF,42.0,539.0,61.0,-68.0,296.0,,,,035890,서희건설
이자발생부채,2056.0,1957.0,1788.0,1571.0,1551.0,,,,035890,서희건설
영업이익률,2.21,2.84,2.72,5.1,3.78,,,,035890,서희건설
순이익률,1.85,0.94,1.02,2.01,2.12,,,,035890,서희건설
ROE(%),5.53,2.4,2.8,6.36,7.22,,,,035890,서희건설
ROA(%),1.42,0.65,0.85,2.08,2.25,,,,035890,서희건설
부채비율,292.53,298.42,286.11,258.68,250.87,,,209.05,035890,서희건설
자본유보율,135.36,138.56,141.85,146.44,152.76,,,,035890,서희건설
EPS(원),20.0,16.0,17.0,22.0,32.0,,,,035890,서희건설
PER(배),22.57,55.41,33.54,14.41,13.47,,,,035890,서희건설
BPS(원),1171.0,1188.0,1204.0,1226.0,1259.0,,,1426.0,035890,서희건설
PBR(배),1.2,1.3,0.91,0.88,0.92,,,0.9,035890,서희건설
현금DPS(원),0.0,0.0,0.0,,,,,,035890,서희건설
현금배당수익률,,,,,,,,,035890,서희건설
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,035890,서희건설
발행주식수(보통주),159937200.0,159937200.0,159937200.0,159937200.0,159937200.0,,,,035890,서희건설
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,39432.0,48155.0,47114.0,56519.0,42879.0,49512.0,48613.0,55786.0,000720,현대건설
영업이익,2007.0,2543.0,2644.0,2672.0,2072.0,2651.0,2686.0,3046.0,000720,현대건설
세전계속사업이익,1577.0,2161.0,2228.0,2017.0,1207.0,2234.0,2291.0,2716.0,000720,현대건설
당기순이익,1117.0,1441.0,1630.0,1652.0,869.0,1689.0,1688.0,2020.0,000720,현대건설
당기순이익(지배),877.0,1046.0,1052.0,703.0,604.0,1165.0,1182.0,1401.0,000720,현대건설
당기순이익(비지배),240.0,395.0,578.0,949.0,265.0,,,,000720,현대건설
